,business_classification,business_impact,business_relevance,category_id,data_confidentiality,eoldriver,extensibility,geographical_scope,has_dependencies,id,io_intensity,latency_sensitivity,no_of_users,scalability,service_level,source_code_available,stage,type,user_facing,workload_variation,dependencies.Hardware.Dependent,dependencies.Operating.Environment.Dependent,dependencies.Operating.System.Dependent,IsPassPlatAvail,IsHarwareSupported,IsOSSupported,IsPlatformSupported,IsDatabaseSupported,pivot.disposition_1
562,NONCRI,SOME_PROD,REVSUP,19,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,1687,LOW,LOW,6,MIXED,BOTH,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
563,BUSICRI,SOME_PROD,INTSUP,46,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,1690,HIGH,HIGH,3,MIXED,BOTH,0,NEW,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
564,PRODIMP,SOME_FIN_PROD,RISKSUP,49,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1693,MEDIUM,LOW,6,MIXED,NONE,0,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
565,BUSIIMP,SOME_PROD,INTSUP,25,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,1696,MEDIUM,MEDIUM,7,MIXED,PERF,0,EUMN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
566,PRODIMP,LARGE_FIN_COMP,INTSUP,22,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1699,LOW,HIGH,7,VERTICAL,AVAI,0,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
567,MISCRI,SOME_FIN_PROD,REVGEN,67,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,1,1702,MEDIUM,MEDIUM,4,HORIZONTAL,AVAI,0,EUMN,DESKTOP,EXTERNAL,PREDICTABLE,0,1,1,0,1,1,1,1,Retain
568,BUSICRI,SOME_FIN_PROD,REVSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1705,MEDIUM,HIGH,7,HORIZONTAL,PERF,1,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
569,MISCRI,SOME_FIN_PROD,INTSUP,46,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1708,MEDIUM,MEDIUM,5,HORIZONTAL,NONE,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
570,BUSICRI,SOME_FIN_PROD,REVSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,INTERNATIONAL,0,1711,HIGH,HIGH,3,VERTICAL,NONE,1,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
571,NONCRI,SOME_FIN_PROD,REVGEN,52,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1714,MEDIUM,MEDIUM,7,VERTICAL,BOTH,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
572,BUSICRI,SOME_PROD,REVSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1717,HIGH,HIGH,7,MIXED,AVAI,0,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
573,BUSIIMP,SOME_PROD,RISKSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,INTERNATIONAL,0,1720,LOW,LOW,5,VERTICAL,PERF,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
574,NONCRI,SOME_FIN_PROD,INTSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1723,MEDIUM,LOW,4,MIXED,BOTH,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
575,BUSIIMP,SOME_PROD,RISKSUP,10,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,1726,LOW,MEDIUM,7,HORIZONTAL,PERF,1,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
576,PRODIMP,LARGE_FIN_COMP,INTSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,1729,HIGH,HIGH,5,MIXED,BOTH,1,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
577,BUSICRI,SOME_FIN_PROD,RISKSUP,13,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1732,MEDIUM,MEDIUM,6,VERTICAL,AVAI,0,EUMN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
578,NONCRI,LARGE_FIN_COMP,RISKSUP,46,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,NATIONAL,0,1735,LOW,MEDIUM,6,VERTICAL,BOTH,0,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
579,BUSICRI,SOME_FIN_PROD,REVGEN,31,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1738,LOW,LOW,5,HORIZONTAL,NONE,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
580,BUSICRI,SOME_FIN_PROD,REVGEN,49,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,1741,MEDIUM,HIGH,3,HORIZONTAL,PERF,0,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
581,BUSIIMP,SOME_PROD,RISKSUP,19,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1744,HIGH,MEDIUM,3,MIXED,PERF,1,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
582,NONCRI,LARGE_FIN_COMP,REVGEN,7,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1747,MEDIUM,LOW,6,MIXED,AVAI,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
583,NONCRI,LARGE_FIN_COMP,REVSUP,55,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,REGIONAL,0,1750,MEDIUM,HIGH,4,VERTICAL,PERF,1,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
584,MISCRI,SOME_FIN_PROD,REVGEN,31,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,INTERNATIONAL,0,1753,HIGH,LOW,7,HORIZONTAL,NONE,0,EUMN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
585,MISCRI,LARGE_FIN_COMP,REVSUP,61,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,1756,HIGH,LOW,5,VERTICAL,BOTH,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
586,PRODIMP,SOME_FIN_PROD,REVGEN,40,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1759,MEDIUM,HIGH,7,VERTICAL,NONE,1,EMAN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
587,BUSIIMP,SOME_PROD,REVGEN,43,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,NATIONAL,0,1762,MEDIUM,LOW,5,HORIZONTAL,NONE,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
588,BUSICRI,SOME_FIN_PROD,INTSUP,55,APPROVED_PUBLIC_DATACENTER,BU,INTERFACES,NATIONAL,0,1765,HIGH,MEDIUM,3,VERTICAL,BOTH,1,NEW,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
589,NONCRI,LARGE_FIN_COMP,REVGEN,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1768,LOW,LOW,3,MIXED,AVAI,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
590,NONCRI,SOME_FIN_PROD,REVSUP,28,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,1771,HIGH,MEDIUM,3,VERTICAL,PERF,0,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
591,PRODIMP,LARGE_FIN_COMP,REVGEN,7,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1774,HIGH,MEDIUM,6,VERTICAL,PERF,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
592,BUSICRI,SOME_FIN_PROD,INTSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1777,MEDIUM,LOW,7,HORIZONTAL,NONE,0,EUMN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
593,NONCRI,LARGE_FIN_COMP,REVSUP,55,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,1780,MEDIUM,LOW,7,VERTICAL,BOTH,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
594,MISCRI,SOME_FIN_PROD,RISKSUP,46,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1783,MEDIUM,MEDIUM,4,HORIZONTAL,BOTH,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
595,BUSIIMP,LARGE_FIN_COMP,REVGEN,7,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,NATIONAL,0,1786,HIGH,MEDIUM,3,HORIZONTAL,PERF,1,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
596,NONCRI,LARGE_FIN_COMP,REVGEN,31,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1789,HIGH,MEDIUM,4,MIXED,BOTH,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
597,NONCRI,LARGE_FIN_COMP,INTSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,LOCAL,0,1792,MEDIUM,LOW,5,HORIZONTAL,NONE,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
598,BUSICRI,SOME_FIN_PROD,REVSUP,25,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1795,LOW,LOW,3,HORIZONTAL,NONE,1,EMAN,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
599,NONCRI,LARGE_FIN_COMP,REVSUP,28,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1798,MEDIUM,HIGH,5,HORIZONTAL,PERF,1,NEW,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
600,MISCRI,SOME_FIN_PROD,REVGEN,64,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1801,MEDIUM,LOW,5,HORIZONTAL,BOTH,0,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
601,NONCRI,SOME_FIN_PROD,INTSUP,64,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1804,HIGH,MEDIUM,4,VERTICAL,AVAI,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
602,MISCRI,LARGE_FIN_COMP,REVGEN,67,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1807,HIGH,MEDIUM,7,VERTICAL,PERF,0,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
603,NONCRI,SOME_PROD,RISKSUP,40,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,REGIONAL,0,1810,LOW,LOW,4,VERTICAL,BOTH,1,NEW,DESKTOP,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
604,NONCRI,LARGE_FIN_COMP,RISKSUP,40,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,1813,HIGH,HIGH,6,HORIZONTAL,AVAI,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
605,BUSICRI,SOME_FIN_PROD,RISKSUP,10,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,1816,LOW,MEDIUM,7,MIXED,NONE,0,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
606,NONCRI,LARGE_FIN_COMP,RISKSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,NATIONAL,0,1819,LOW,HIGH,7,VERTICAL,BOTH,1,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
607,MISCRI,LARGE_FIN_COMP,RISKSUP,4,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1822,LOW,LOW,6,VERTICAL,AVAI,0,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
608,NONCRI,SOME_FIN_PROD,RISKSUP,46,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,LOCAL,0,1825,HIGH,HIGH,4,MIXED,NONE,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
609,MISCRI,SOME_PROD,REVGEN,34,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,1828,HIGH,MEDIUM,6,MIXED,NONE,0,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
610,NONCRI,LARGE_FIN_COMP,RISKSUP,64,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1831,LOW,HIGH,6,VERTICAL,BOTH,1,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
611,BUSICRI,SOME_PROD,REVGEN,58,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,1834,LOW,MEDIUM,5,HORIZONTAL,BOTH,1,EUMN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
612,NONCRI,SOME_FIN_PROD,REVGEN,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,NATIONAL,0,1837,HIGH,HIGH,6,MIXED,NONE,1,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
613,PRODIMP,LARGE_FIN_COMP,REVGEN,52,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,INTERNATIONAL,0,1840,HIGH,MEDIUM,5,MIXED,PERF,0,EUMN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
614,NONCRI,LARGE_FIN_COMP,REVSUP,13,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1843,LOW,MEDIUM,5,MIXED,PERF,1,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
615,BUSICRI,SOME_PROD,REVGEN,22,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1846,HIGH,LOW,3,MIXED,NONE,1,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
616,NONCRI,SOME_PROD,REVSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,1849,MEDIUM,HIGH,4,MIXED,AVAI,0,NEW,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
617,NONCRI,SOME_PROD,REVSUP,37,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1852,MEDIUM,MEDIUM,4,HORIZONTAL,PERF,1,EMAN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
618,NONCRI,SOME_PROD,INTSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1855,LOW,LOW,5,MIXED,AVAI,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
619,NONCRI,SOME_FIN_PROD,REVSUP,64,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,1858,HIGH,HIGH,3,MIXED,AVAI,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
620,NONCRI,LARGE_FIN_COMP,REVSUP,22,APPROVED_PUBLIC_DATACENTER,TE,SOA,INTERNATIONAL,0,1861,LOW,LOW,3,VERTICAL,AVAI,0,EUMN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
621,BUSICRI,LARGE_FIN_COMP,RISKSUP,22,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,REGIONAL,0,1864,HIGH,MEDIUM,5,HORIZONTAL,NONE,1,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
622,BUSIIMP,SOME_PROD,REVGEN,19,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,1867,MEDIUM,MEDIUM,3,HORIZONTAL,AVAI,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
623,MISCRI,LARGE_FIN_COMP,INTSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1870,MEDIUM,HIGH,7,HORIZONTAL,AVAI,0,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
624,NONCRI,LARGE_FIN_COMP,REVSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1873,LOW,HIGH,6,HORIZONTAL,PERF,1,NEW,BATCH,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
625,MISCRI,SOME_PROD,RISKSUP,61,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,NATIONAL,0,1876,LOW,MEDIUM,3,VERTICAL,AVAI,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
626,PRODIMP,LARGE_FIN_COMP,RISKSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,LOCAL,0,1879,HIGH,LOW,5,MIXED,AVAI,0,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
627,NONCRI,SOME_FIN_PROD,REVSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,1882,HIGH,HIGH,6,MIXED,NONE,0,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
628,PRODIMP,LARGE_FIN_COMP,RISKSUP,46,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,INTERNATIONAL,0,1885,HIGH,HIGH,6,HORIZONTAL,NONE,0,NEW,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
629,BUSICRI,SOME_FIN_PROD,REVGEN,34,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1888,MEDIUM,LOW,5,VERTICAL,NONE,1,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
630,NONCRI,SOME_FIN_PROD,REVGEN,16,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,1891,LOW,MEDIUM,5,HORIZONTAL,NONE,0,EUMN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
631,BUSIIMP,LARGE_FIN_COMP,REVSUP,4,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1894,HIGH,MEDIUM,4,MIXED,BOTH,0,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
632,MISCRI,LARGE_FIN_COMP,RISKSUP,64,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,1897,LOW,HIGH,6,MIXED,AVAI,0,EUMN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
633,MISCRI,LARGE_FIN_COMP,INTSUP,10,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,1900,HIGH,MEDIUM,7,HORIZONTAL,AVAI,1,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
634,BUSIIMP,SOME_PROD,RISKSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,1903,LOW,MEDIUM,6,VERTICAL,NONE,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
635,PRODIMP,LARGE_FIN_COMP,RISKSUP,64,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,1906,LOW,LOW,4,HORIZONTAL,AVAI,0,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
636,BUSIIMP,SOME_PROD,RISKSUP,49,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,NATIONAL,0,1909,MEDIUM,LOW,3,VERTICAL,AVAI,0,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
637,NONCRI,LARGE_FIN_COMP,REVSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,LOCAL,0,1912,HIGH,HIGH,7,HORIZONTAL,BOTH,1,NEW,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
638,NONCRI,SOME_FIN_PROD,REVGEN,16,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,REGIONAL,0,1915,MEDIUM,LOW,6,HORIZONTAL,AVAI,1,NEW,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
639,PRODIMP,SOME_FIN_PROD,RISKSUP,4,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,1918,LOW,LOW,7,HORIZONTAL,NONE,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
640,BUSICRI,SOME_FIN_PROD,REVSUP,64,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,1921,MEDIUM,MEDIUM,5,VERTICAL,BOTH,0,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
641,PRODIMP,SOME_FIN_PROD,REVGEN,22,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,NATIONAL,0,1924,MEDIUM,LOW,4,HORIZONTAL,AVAI,1,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
642,PRODIMP,SOME_FIN_PROD,RISKSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1927,MEDIUM,HIGH,6,VERTICAL,PERF,1,EMAN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
643,NONCRI,SOME_PROD,RISKSUP,28,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,1930,LOW,LOW,3,HORIZONTAL,AVAI,0,NEW,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
644,BUSIIMP,SOME_PROD,REVSUP,34,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1933,LOW,HIGH,7,HORIZONTAL,AVAI,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
645,BUSICRI,SOME_FIN_PROD,RISKSUP,19,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,REGIONAL,0,1936,LOW,LOW,3,HORIZONTAL,PERF,1,EMAN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
646,PRODIMP,SOME_FIN_PROD,REVGEN,58,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,INTERNATIONAL,0,1939,MEDIUM,LOW,6,VERTICAL,PERF,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
647,NONCRI,SOME_FIN_PROD,INTSUP,67,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,1942,HIGH,LOW,3,MIXED,BOTH,1,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
648,NONCRI,SOME_PROD,RISKSUP,19,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,0,1945,MEDIUM,MEDIUM,6,MIXED,BOTH,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
649,BUSIIMP,SOME_FIN_PROD,INTSUP,25,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,1948,MEDIUM,LOW,6,MIXED,BOTH,0,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
650,NONCRI,SOME_FIN_PROD,INTSUP,37,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,1951,MEDIUM,LOW,7,MIXED,AVAI,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
651,BUSICRI,LARGE_FIN_COMP,INTSUP,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,1954,MEDIUM,LOW,7,MIXED,AVAI,1,EMAN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
652,BUSICRI,SOME_FIN_PROD,RISKSUP,22,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,1957,HIGH,LOW,6,MIXED,NONE,0,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
653,BUSICRI,SOME_FIN_PROD,REVGEN,46,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,1960,MEDIUM,MEDIUM,6,HORIZONTAL,BOTH,1,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
654,PRODIMP,LARGE_FIN_COMP,REVGEN,28,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,1963,MEDIUM,HIGH,3,VERTICAL,AVAI,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
655,MISCRI,SOME_FIN_PROD,INTSUP,10,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,1966,MEDIUM,MEDIUM,4,VERTICAL,NONE,1,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
